i1	2.45055	16.03693	1101.064	4229.336	14.65848	0.82171	0.71003	0.15288	0.01645	0.12712	
i1	2.51913	6.44088	1428.438	4804.415	11.78879	0.10101	0.10514	0.30524	0.13079	1.31074	
i1	2.60489	6.25368	1012.032	4780.324	17.70118	0.68797	0.38191	0.88501	0.09313	0.31428	
i1	2.65524	25.03976	1513.481	5154.599	4.63112	0.45507	0.73546	0.86892	0.2737	1.47792	
i1	2.74849	7.76045	1889.864	4637.748	18.73498	0.54497	0.59731	0.93913	0.39982	1.62828	
i1	2.80794	20.05883	1992.95	5265.823	7.16629	0.88688	0.63024	0.63777	0.37966	1.55084	
i1	2.88743	8.62075	1406.568	4444.214	4.17214	0.81594	0.87858	0.87302	0.33221	0.82497	
i1	2.94863	18.31007	1468.402	4658.577	3.8185	0.62112	0.12967	0.70091	0.25908	1.66522	
i1	3.00014	4.26679	1234.715	4621.127	1.92149	0.83292	0.44619	0.63766	0.22606	0.28796	
i1	3.04145	8.16394	1110.15	3685.983	14.63434	0.61635	0.83165	0.58268	0.22337	0.95472	
i1	3.14097	2.70297	611.3906	4878.495	12.34832	0.30034	0.29781	0.63024	0.46176	1.47588	
i1	3.18726	13.71829	1775.88	5449.597	19.02931	0.90918	0.79031	0.33357	0.26837	0.43827	
i1	3.23502	28.54479	1199.253	5344.832	19.37826	0.26539	0.51224	0.78022	0.38322	1.80956	
i1	3.26079	23.08676	1945.257	4241.32	8.6452	0.60471	0.599	0.62217	0.09551	0.95592	
i1	3.29681	19.96252	1874.784	4019.76	12.5243	0.87889	0.1988	0.37356	0.0995	1.29304	
i1	3.35608	20.62006	1394.511	3735.002	11.65656	0.60726	0.31836	0.01891	0.17192	0.01815	
i1	3.44845	18.44138	1656.029	5429.257	18.73218	0.25576	0.50318	0.48772	0.39762	1.27802	
i1	3.54502	5.50476	939.3337	5565.632	7.95453	0.90949	0.77287	0.47581	0.13649	1.89328	
i1	3.55726	26.10469	1434.792	5136.12	18.56625	0.26566	0.35406	0.16717	0.10149	1.25225	
i1	3.57489	4.67341	841.3278	5705.852	1.26346	0.24474	0.20799	0.46185	0.32427	1.83044	
i1	3.58498	18.81257	605.8355	4385.476	10.43219	0.49293	0.36386	0.24407	0.4562	1.13233	
i1	3.60406	2.00677	1147.765	5339.723	15.31427	0.42074	0.99817	0.03567	0.26177	0.40189	
i1	3.67024	21.29383	991.4242	5629.309	13.28752	0.40733	0.14515	0.7667	0.40167	1.39743	
i1	3.73844	27.22143	969.4096	5256.898	6.66073	0.82843	0.27016	0.59111	0.02672	0.20291	
i1	3.75418	8.08031	704.2558	4923.218	2.10299	0.9006	0.95095	0.05602	0.46261	0.9381	
i1	3.77988	18.02332	753.2558	4919.355	10.05074	0.83399	0.93346	0.52652	0.29113	1.4588	
i1	3.80241	8.66098	1450.377	4827.004	1.31636	0.93837	0.41279	0.20571	0.26131	0.80197	
i1	3.83313	20.71721	1467.701	4632.923	6.11142	0.73287	0.3996	0.21452	0.3796	0.51622	
i1	3.90149	1.46915	1767.684	5640.743	12.41449	0.38933	0.70116	0.52683	0.424	0.50042	
i1	3.92712	3.12383	1271.573	5730.773	12.61681	0.57793	0.8392	0.95896	0.36837	0.68792	
i1	3.96312	2.27354	535.7948	3576.979	10.25783	0.3636	0.73744	0.82015	0.2537	0.93494	
i1	3.97096	6.53852	1225.473	5820.721	1.8245	0.17597	0.32037	0.71135	0.30562	0.18572	
i1	4.06712	26.1566	749.1411	4739.39	15.38835	0.79975	0.10628	0.57861	0.36823	1.48745	
i1	4.15938	3.79572	1681.464	5948.184	2.92813	0.34741	0.31539	0.80974	0.04752	1.49346	
i1	4.18711	6.02572	1906.571	5406.541	2.83695	0.983	0.86075	0.34154	0.34623	0.91303	
i1	4.23056	19.96683	985.9749	5051.149	3.46954	0.17314	0.4402	0.13696	0.32994	0.22892	
i1	4.31863	17.89104	816.2947	5228.439	11.04881	0.38111	0.9489	0.76821	0.06104	0.07653	
i1	4.37013	12.5797	817.3482	4732.396	4.04308	0.37742	0.49038	0.00543	0.32489	0.25244	
i1	4.41633	3.44135	1670.376	5670.111	14.00886	0.9192	0.88048	0.06267	0.02359	1.05415	
i1	4.43405	27.90811	664.2869	4587.364	12.32764	0.67457	0.73031	0.53941	0.20331	1.64485	
i1	4.49182	27.72498	832.5886	5702.77	8.10982	0.4437	0.18774	0.80796	0.19366	1.49455	
i1	4.58524	25.62888	1747.193	5406.291	13.06887	0.56452	0.66219	0.5024	0.28941	1.34368	
i1	4.5882	22.92242	1399.56	3850.158	3.73489	0.27631	0.79967	0.84428	0.36766	0.36805	
i1	4.65487	10.0767	658.3645	6002.438	2.94243	0.5318	0.34329	0.19972	0.14387	1.31529	
i1	4.74957	7.43561	1260.372	5759.137	18.79063	0.22791	0.36514	0.56101	0.32226	1.74683	
i1	4.77286	20.54589	1444.039	5903.798	16.44694	0.79597	0.12561	0.59041	0.30879	1.52753	
i1	4.85031	9.24439	615.1301	6052.1	4.28172	0.26109	0.42381	0.44304	0.18936	1.29504	
i1	4.86039	10.44563	1804.16	5202.008	2.97931	0.82521	0.77475	0.39878	0.1834	0.78848	
i1	4.88762	18.38969	602.3522	6121.213	9.21178	0.89311	0.70736	0.46065	0.23582	0.58486	
i1	4.91007	8.13606	1365.082	4262.828	3.39552	0.7745	0.53214	0.48587	0.09624	1.71773	
i1	4.92342	9.50197	776.8661	3332.766	18.11466	0.35988	0.82776	0.65049	0.34376	0.35083	
i1	4.9279	28.83178	1662.586	3773.217	17.36404	0.28653	0.99478	0.53611	0.33395	0.93167	
i1	5.01076	26.87739	1567.859	4698.767	4.67636	0.85419	0.23924	0.67365	0.16193	0.69439	
i1	5.06402	14.25995	1460.552	5694.109	9.74128	0.58703	0.10526	0.26868	0.09582	1.38674	
i1	5.10844	7.85443	1479.63	4051.394	7.63716	0.56292	0.48377	0.34352	0.02523	0.18864	
i1	5.18938	26.49136	1979.966	5035.16	6.40132	0.26212	0.42332	0.43899	0.42689	1.3662	
i1	5.268	12.20266	710.507	4787.757	2.96441	0.64036	0.97092	0.10923	0.43454	0.31865	
i1	5.34826	10.08242	1093.526	4878.973	11.1145	0.77051	0.97304	0.95875	0.04426	0.04102	
i1	5.35358	27.03861	1849.281	3386.119	8.96373	0.26542	0.29787	0.77839	0.3114	0.14728	
i1	5.39973	12.86036	1189.905	5296.009	16.87512	0.60699	0.28201	0.80323	0.33628	0.14264	
i1	5.49599	14.77975	1076.764	4621.935	18.68623	0.92517	0.19292	0.9009	0.4378	0.38354	
i1	5.58813	27.93165	634.4825	6139.185	19.3995	0.55792	0.10425	0.18825	0.14359	1.25504	
i1	5.61433	22.71167	554.7438	5860.694	7.6596	0.88483	0.35663	0.55274	0.33763	1.91542	
i1	5.67674	19.49638	1149.31	3263.898	19.92479	0.42735	0.93288	0.09929	0.13231	1.60205	
i1	5.70585	6.39483	1594.552	4707.845	1.13213	0.72829	0.90056	0.01168	0.44317	0.3534	
i1	5.76977	5.29868	1888.068	5766.719	17.531	0.3483	0.59295	0.1552	0.41431	0.44596	
i1	5.78107	14.12775	1791.176	5204.325	9.76375	0.87114	0.91856	0.38667	0.47806	0.34827	
i1	5.79985	8.16787	1040.246	6672.898	12.92972	0.43041	0.65394	0.51739	0.1894	1.00367	
i1	5.86926	1.52193	1475.098	5623.338	14.18015	0.56811	0.90582	0.24141	0.33766	1.44795	
i1	5.9157	23.85871	764.9846	4377.26	7.3463	0.67412	0.2638	0.24353	0.01229	0.27623	
i1	5.95747	7.15579	1077.922	6123.291	3.4636	0.11185	0.23045	0.74515	0.26528	1.04749	
i1	5.98218	7.51465	1312.615	6679.813	17.03815	0.31189	0.47546	0.73947	0.23843	0.18499	
i1	6.02853	28.29604	1821.088	5722.606	6.06198	0.29327	0.3502	0.44842	0.22913	0.60516	
i1	6.08719	26.40203	1272.273	6948.48	13.42143	0.68006	0.98648	0.79871	0.19483	1.03106	
i1	6.11944	19.46303	1610.263	6628.218	11.14052	0.62586	0.18967	0.95089	0.16188	1.15296	
i1	6.12379	23.82871	1276.583	6815.158	9.11861	0.80573	0.22496	0.7053	0.11628	1.19423	
i1	6.12459	24.75395	1209.568	5190.317	16.02748	0.21412	0.25052	0.7759	0.46276	1.11382	
i1	6.15374	8.19091	790.3461	3284.586	3.13097	0.75455	0.65431	0.21179	0.33908	1.8793	
i1	6.23257	21.92466	1590.269	4332.447	13.26724	0.23873	0.18112	0.78449	0.42972	0.64539	
i1	6.27074	26.15232	712.6946	6650.81	8.41096	0.93944	0.98331	0.55729	0.35431	1.81393	
i1	6.28217	1.00136	732.39	4340.051	1.60141	0.34037	0.13154	0.64755	0.23943	1.4264	
i1	6.34089	8.7469	1152.11	4362.402	11.88932	0.17235	0.52137	0.66325	0.43244	0.65525	
i1	6.43948	8.14779	792.4213	3767.709	2.92135	0.6265	0.15441	0.08258	0.07114	1.53815	
i1	6.53843	8.43817	1653.682	3819.436	11.72078	0.8207	0.4704	0.59929	0.22416	1.78084	
i1	6.56969	2.03006	736.332	6196.258	7.64169	0.75761	0.84485	0.81775	0.19696	1.38498	
i1	6.58424	12.01636	1908.445	4664.385	10.64473	0.13608	0.93279	0.56808	0.06133	0.13522	
i1	6.61796	4.25396	986.1445	3692.496	5.87679	0.89951	0.91634	0.66822	0.24382	0.71074	
i1	6.67383	24.20375	1086.332	6121.203	11.39984	0.76641	0.50219	0.37497	0.2791	1.68161	
i1	6.68059	21.40355	831.0178	3151.723	1.83393	0.75547	0.14186	0.96921	0.14819	0.33835	
i1	6.68428	19.37214	922.0731	4740.709	15.05609	0.58425	0.32434	0.64684	0.10314	1.4738	
i1	6.68451	23.18282	1305.545	4847.099	10.14136	0.17595	0.22019	0.928	0.22968	1.38349	
i1	6.76139	16.27798	1092.974	7265.203	11.1318	0.49529	0.746	0.57977	0.20421	0.0283	
i1	6.83629	13.91181	1471.508	3216.273	16.31682	0.44872	0.61154	0.05541	0.01715	1.54932	
i1	6.91552	2.05897	1309.376	4654.336	9.16265	0.11864	0.47236	0.56316	0.47435	1.74619	
i1	6.94102	21.80786	1099.885	5963.294	14.43291	0.93986	0.18049	0.42477	0.25647	0.99569	
i1	6.98492	8.59462	1914.622	3612.991	6.55194	0.77431	0.52666	0.86059	0.40232	1.01674	
i1	7.04845	18.31161	1317.328	3913.542	18.59958	0.97705	0.27598	0.34003	0.26883	0.28849	
i1	7.06977	23.98442	1792.638	5863.73	9.41298	0.61188	0.5916	0.53222	0.49676	0.11833	
i1	7.07279	13.5411	981.57	7325.37	10.86191	0.65193	0.75014	0.99311	0.23692	1.05403	
i1	7.12294	4.16352	685.9542	3245.694	6.39442	0.14524	0.11878	0.47946	0.19514	1.11705	
i1	7.18531	18.49892	1026.635	5218.64	5.11268	0.81449	0.14879	0.76268	0.16305	0.09548	
i1	7.2675	11.3287	1220.29	3799.505	7.25686	0.99932	0.78053	0.05169	0.49618	0.45997	
i1	7.32537	15.32111	1008.606	6232.413	11.26373	0.66069	0.77764	0.56106	0.05122	0.28645	
i1	7.33734	22.05818	1619.953	5185.947	5.02048	0.96678	0.3381	0.26582	0.36289	1.1813	
i1	7.3687	16.88078	1920.217	6795.633	14.11953	0.34851	0.8137	0.44664	0.1639	1.57069	
i1	7.43637	27.28872	918.7663	3110.091	12.57441	0.83744	0.67482	0.36211	0.19022	1.48226	
i1	7.48691	15.50054	1200.911	4186.302	19.44316	0.71099	0.29356	0.23525	0.47235	1.88167	
i1	7.5695	8.48945	1232.675	6778.168	1.9882	0.26106	0.14394	0.845	0.3128	0.75326	
i1	7.63254	9.76452	924.7075	7292.936	7.04056	0.90309	0.75601	0.95661	0.12722	0.21867	
i1	7.70232	23.03337	1414.034	3872.122	1.22316	0.62204	0.8595	0.22681	0.40765	1.57718	
i1	7.71909	19.59446	570.2709	6152.071	8.86399	0.18897	0.85155	0.46272	0.47193	0.92129	
i1	7.80303	17.6522	1644.307	3714.164	10.19111	0.17272	0.11333	0.21265	0.0187	0.53848	
i1	7.83524	22.31927	543.5159	7683.88	18.10309	0.13668	0.56025	0.74406	0.13378	0.65336	
i1	7.88851	13.62126	1951.802	5902.82	2.73497	0.44359	0.71052	0.92636	0.42224	1.24443	
i1	7.92722	20.83115	794.6416	3813.203	16.32012	0.71215	0.30761	0.82113	0.44641	0.53617	
i1	7.93627	7.22912	504.8466	3699.282	3.77657	0.91305	0.24412	0.65752	0.32372	0.8554	
i1	8.03469	6.22279	1794.377	7832.733	15.43221	0.95881	0.40045	0.43794	0.4403	0.35663	
i1	8.04071	8.76061	1793.22	4212.906	8.9323	0.70162	0.94308	0.64817	0.2448	1.65914	
i1	8.13234	17.819	566.5491	7744.107	14.28754	0.27145	0.84059	0.85948	0.42401	0.94065	
i1	8.16107	25.13452	1475.632	3810.384	15.9016	0.46901	0.1939	0.11813	0.42398	1.96985	
i1	8.19072	27.33515	878.802	3842.263	4.12915	0.70302	0.84435	0.10145	0.1591	0.63331	
i1	8.28382	7.7988	1844.928	8010.705	3.92453	0.63637	0.24929	0.9768	0.22772	0.02781	
i1	8.32854	22.53606	1769.195	3345.219	17.96171	0.66738	0.5568	0.99705	0.37428	0.71102	
i1	8.42674	2.30474	895.4248	4133.909	4.86798	0.48548	0.91408	0.03063	0.26488	0.44546	
i1	8.46148	14.36228	1185.756	4170.793	9.28682	0.64998	0.85588	0.60203	0.29395	0.59062	
i1	8.52308	2.0154	556.8979	5290.527	3.51859	0.93759	0.18324	0.64011	0.46385	1.68208	
i1	8.62264	27.38088	1829.046	4233.216	3.7398	0.18065	0.71879	0.04874	0.06012	0.4346	
i1	8.64979	14.55835	1517.102	6896.298	14.51725	0.20279	0.40576	0.5513	0.35812	1.85525	
i1	8.73445	10.63328	1943.955	7808.746	16.09069	0.18568	0.83368	0.88674	0.36765	1.48581	
i1	8.80723	22.1969	1478.882	6201.349	19.81313	0.81711	0.73307	0.67771	0.42276	1.64732	
i1	8.89673	4.39284	936.7823	6053.773	17.06703	0.10236	0.71856	0.18536	0.27696	0.80708	
i1	8.90804	12.61555	1603.584	3221.927	6.41651	0.57697	0.25374	0.10028	0.20835	1.81225	
i1	8.99236	5.18999	1455.581	5757.182	15.4075	0.6645	0.3633	0.46171	0.15246	0.27616	
i1	9.0209	6.79821	882.6147	6088.347	15.6873	0.19064	0.62126	0.46031	0.14304	0.2662	
i1	9.10729	12.57281	1300.455	6196.298	10.01906	0.83684	0.21659	0.64551	0.4595	1.0925	
i1	9.16246	23.10297	1536.096	3953.765	5.90083	0.50412	0.83431	0.55049	0.45536	0.24167	
i1	9.23132	6.68663	981.1581	8206.738	15.68023	0.18441	0.13993	0.35182	0.27705	0.66087	
i1	9.27982	13.12047	1594.248	2962.827	1.33288	0.28377	0.85354	0.14706	0.42485	1.51253	
i1	9.34915	12.63843	1277.653	5053.367	12.21023	0.79874	0.84976	0.40592	0.16343	1.48758	
i1	9.40183	1.44787	1909.818	7862.25	19.22283	0.74127	0.94718	0.00346	0.03217	0.99082	
i1	9.43523	16.92857	1870.033	3137.098	11.78852	0.93779	0.34082	0.40509	0.03897	0.23454	
i1	9.45137	23.36618	1277.894	6883.142	3.95049	0.19775	0.51055	0.98835	0.25726	1.56606	
i1	9.52459	2.19701	1697.712	6866.45	17.88719	0.78181	0.44609	0.83011	0.38051	0.89776	
i1	9.55715	3.75277	1997.213	4162.85	4.008	0.60936	0.25277	0.42589	0.48552	0.49537	
i1	9.61147	4.83961	528.3994	3118.64	16.43158	0.2568	0.25333	0.26835	0.08129	1.36979	
i1	9.61662	26.94661	1589.254	7934.169	11.76783	0.65347	0.64668	0.95127	0.22254	0.73691	
i1	9.65664	23.34731	1195.067	5137.382	1.17993	0.65952	0.96782	0.17922	0.02379	1.87059	
i1	9.69934	18.13184	601.544	5341.676	13.39776	0.8919	0.65805	0.82288	0.07412	1.56526	
i1	9.75012	6.7889	1516.013	4143.823	1.93999	0.31966	0.86402	0.6569	0.09767	0.58798	
i1	9.75267	18.26904	596.8814	5833.11	19.8817	0.16665	0.19938	0.95802	0.12664	0.31603	
i1	9.842	20.72521	1623.152	8779.243	3.39431	0.46115	0.85681	0.74607	0.11208	1.97827	
i1	9.89488	22.22622	783.1275	4025.833	19.35176	0.3144	0.5051	0.81479	0.44756	1.29091	
i1	9.90577	27.69391	861.406	3886.179	8.77504	0.31124	0.32269	0.51964	0.09637	1.00141	
i1	9.97354	3.4955	771.3293	5283.178	1.89425	0.37621	0.84493	0.88796	0.02649	0.10374	
i1	10.06125	17.86878	1675.711	3107.247	15.96686	0.77472	0.37367	0.23785	0.28224	0.3984	
i1	10.14958	20.52481	679.5192	3671.83	17.0862	0.576	0.42305	0.09407	0.02427	1.10336	
i1	10.20906	22.05941	1456.599	7777.41	3.89959	0.71632	0.17431	0.98032	0.28638	0.27109	
i1	10.21229	14.046	1575.84	7953.481	10.79854	0.55446	0.60911	0.81979	0.3714	0.26033	
i1	10.2142	19.15692	1705.152	3733.437	15.25641	0.68507	0.7008	0.10928	0.37207	1.43218	
i1	10.2803	10.82893	1163.417	4751.687	3.17728	0.6354	0.98515	0.19716	0.2876	1.11252	
i1	10.31358	18.61421	509.1829	3022.14	9.04418	0.56965	0.5994	0.98906	0.17081	0.59538	
i1	10.32551	11.4577	1885.688	8772.171	10.48627	0.70672	0.61546	0.16684	0.39171	0.63377	
i1	10.4138	13.887	1483.719	4875.15	15.11847	0.79337	0.92808	0.72657	0.48378	0.99059	
i1	10.44209	9.70796	654.0248	4717.428	7.65394	0.57346	0.82971	0.9051	0.25756	0.30483	
i1	10.46238	19.39598	1269.535	3676.869	11.58305	0.11107	0.82064	0.12974	0.08957	1.16824	
i1	10.50705	2.79993	542.7506	3241.323	8.35818	0.79442	0.88556	0.30737	0.24908	1.68082	
i1	10.58732	23.64863	711.026	8777.394	2.32893	0.5418	0.48827	0.88073	0.19799	1.89305	
i1	10.59064	18.36448	1371.307	6194.934	14.78173	0.22409	0.60263	0.52606	0.13381	1.47522	
i1	10.60167	21.71276	1699.517	3728.318	16.51668	0.26826	0.91924	0.68951	0.24716	0.81683	
i1	10.65467	9.61242	784.102	7089.262	4.8442	0.33341	0.24534	0.63373	0.07004	1.11496	
i1	10.7127	6.02361	734.385	3826.886	14.6686	0.89345	0.36911	0.27787	0.20384	1.13324	
i1	10.71426	16.01782	921.2766	8079.41	13.47425	0.18777	0.1019	0.5668	0.39351	0.99286	
i1	10.81178	10.19141	1690.116	3841.685	19.76339	0.99616	0.48157	0.14904	0.31474	1.12808	
i1	10.88244	7.08222	1605.905	8675.256	8.04643	0.511	0.76995	0.66987	0.36727	0.30412	
i1	10.9061	22.75078	1504.877	6107.508	11.7386	0.39381	0.65337	0.5673	0.44663	0.80377	
i1	10.91248	26.18575	1578.247	8317.573	1.62872	0.73574	0.86759	0.45705	0.42771	0.9647	
i1	10.9146	17.29629	1538.123	7874.112	9.06967	0.15665	0.29353	0.16911	0.36641	1.89915	
i1	10.94672	29.10993	1549.405	9271.324	10.24632	0.33831	0.38579	0.10151	0.41605	0.42161	
i1	10.99706	26.979	618.9208	4100.259	15.30644	0.20113	0.93574	0.60585	0.28471	1.56804	
i1	11.00589	18.12501	1018.944	7994.476	7.62875	0.79361	0.85891	0.56391	0.4699	1.1521	
i1	11.05724	8.56793	1318.034	4059.222	5.789	0.1288	0.5301	0.5696	0.06676	0.61996	
i1	11.13528	19.47025	808.7138	8733.406	17.32347	0.9629	0.97485	0.78773	0.28232	1.08296	
i1	11.19246	19.9321	697.9996	9013.42	9.22916	0.53279	0.71956	0.27634	0.0224	1.25638	
i1	11.2777	17.19032	1833.731	5255.035	15.65624	0.22709	0.48678	0.24927	0.3554	1.12653	
i1	11.33363	15.2452	800.2519	8001.679	7.66712	0.15337	0.75145	0.32296	0.42352	0.57694	
i1	11.42008	13.14477	1911.949	9797.186	7.39354	0.43697	0.52959	0.0249	0.32538	1.04424	
i1	11.48539	15.59129	620.6082	6292.828	18.11701	0.86661	0.71511	0.33065	0.05053	0.78852	
i1	11.57478	20.14877	1828.211	3149.187	9.08185	0.31274	0.23804	0.1492	0.27967	0.00081	
i1	11.61855	13.28952	1128.786	5190.808	8.98414	0.78012	0.77804	0.89754	0.3903	0.80827	
i1	11.66052	13.57694	1860.926	6118.745	19.54275	0.82736	0.41667	0.65939	0.06941	0.90581	
i1	11.66589	1.94932	669.811	9247.229	3.40944	0.58471	0.25795	0.28019	0.34388	1.46966	
i1	11.69396	4.63756	737.911	7779.668	10.58359	0.62094	0.50993	0.25778	0.23818	0.47214	
i1	11.76015	26.98475	1504.638	6818.879	8.52573	0.68112	0.43964	0.74794	0.15254	1.03241	
i1	11.78024	11.40309	1323.407	4898.738	6.65912	0.70818	0.86736	0.47334	0.47797	1.08078	
i1	11.80107	7.8594	1498.733	5145.265	18.78998	0.2532	0.95105	0.39179	0.214	0.84395	
i1	11.86386	3.6075	977.0006	4826.237	13.52312	0.74268	0.94898	0.03649	0.23102	0.49679	
i1	11.91913	20.22353	1410.684	3167.672	19.56176	0.91447	0.79964	0.82956	0.18916	1.46664	
i1	11.95613	18.00824	1954.774	2857.663	19.1122	0.91555	0.28539	0.89888	0.14898	1.26798	
i1	11.98822	27.84874	1585.853	7180.229	5.24537	0.44471	0.41765	0.16676	0.20975	1.62996	
i1	12.02974	29.19363	1216.793	2790.152	2.40265	0.50932	0.93452	0.8512	0.14218	0.61112	
i1	12.0882	19.97468	1838.076	6799.214	14.11127	0.86079	0.51448	0.89606	0.3721	1.51698	
i1	12.14121	2.88684	1526.464	4254.037	14.37449	0.91698	0.67326	0.05687	0.03725	0.11292	
i1	12.2284	15.20002	542.9822	5089.107	10.72665	0.19223	0.82406	0.43917	0.47684	0.17773	
i1	12.30288	16.60794	1614.744	7220.703	2.75894	0.48991	0.5339	0.55311	0.16464	0.45263	
i1	12.33405	25.92053	937.0666	10083.28	3.1522	0.99577	0.9133	0.75023	0.02608	1.95633	
i1	12.41472	27.79653	1201.735	8957.029	6.20089	0.98178	0.94404	0.07824	0.20946	1.78302	
i1	12.43144	5.74605	1144.57	9705.572	16.20835	0.57006	0.40915	0.28255	0.0377	1.34556	
i1	12.48233	12.2231	1298.166	8806.493	8.27539	0.68085	0.81598	0.28658	0.19781	1.69541	
i1	12.50881	6.86699	1657.584	8099.66	1.7155	0.14091	0.74109	0.97548	0.06185	0.26249	
i1	12.59551	9.43318	942.3518	4855.251	4.82027	0.18581	0.8371	0.54456	0.18894	1.78879	
i1	12.61725	26.71572	922.1013	8201.64	14.05277	0.69788	0.45536	0.48253	0.47545	1.58092	
i1	12.65028	7.2535	1989.153	3135.932	19.01591	0.12738	0.23267	0.66053	0.00296	0.5422	
i1	12.72946	26.3142	1342.852	3059.237	4.22259	0.78667	0.26381	0.98861	0.15377	1.1198	
